Flags,Block,Column,Row,Name,ID,RefNumber,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,1_3,1_4,1_5,1_6,1_7,1_8
0,1,18,102,222781404_EZ010075.1_1454-1783,CUST_443_PI426227498,12824,1,-1,-1,-1,2,0,0,1,0,3,1,1,-1,-1,-1,-1,-4,0,-3,0,-1,-6
0,1,19,102,222782621_EZ011292.1_301-426,CUST_575_PI426227498,12660,0,-1,-2,-3,-1,0,-1,1,2,0,0,0,-2,-1,1,1,-10,0,0,0,-1,0
0,1,20,102,NA,NA,12496,-2,1,-2,-2,-1,0,1,2,1,0,0,0,0,-1,1,1,-1,2,0,-3,-2,0
0,1,21,102,222784943_EZ013577.1_4-1195,CUST_283_PI426227486,12332,-3,2,-2,-2,-1,0,0,1,0,0,-1,1,0,-1,-1,0,1,-1,0,1,-2,0
0,1,22,102,NA,NA,12168,-1,1,-1,-3,0,-1,0,0,0,1,1,0,0,-1,0,0,-1,-7,2,0,-2,0
0,1,23,102,MGID_897_217_251,CUST_348_PI426266615,12004,0,-1,0,-1,-1,-1,0,-1,1,3,1,0,0,0,0,0,0,-9,1,-1,-1,-1
0,1,24,102,300807382_HM156698.1_751-939,CUST_38_PI426232931,11840,1,1,1,0,2,-1,1,-3,-1,2,1,1,1,0,0,0,2,7,0,1,-1,1
0,1,25,102,NA,NA,11676,1,0,0,0,0,-2,1,1,-2,0,0,1,1,0,1,-1,0,-1,0,1,1,-6
0,1,26,102,NA,NA,11512,0,1,-1,0,0,0,1,1,0,0,-2,-1,2,0,1,-1,-5,-1,0,-1,1,0
0,1,27,102,NA,NA,11348,0,1,-1,0,0,0,-1,2,-1,0,1,2,0,-2,1,-3,-4,-1,0,0,1,0
0,1,28,102,281331149_AB456561.1_1-1074,CUST_13_PI426232937,11184,1,0,17,-2,27,8,30,2,-1,3,1,1,1,0,1,-4,-4,4,0,-2,1,2
0,1,29,102,222782121_EZ010792.1_345-1193,CUST_60_PI426266317,11020,0,-1,1,0,-2,0,-1,1,-1,3,1,-1,-1,-2,0,-1,-1,0,0,0,1,0
0,1,30,102,288950315_GQ501386.1_13-474,CUST_294_PI426232940,10856,88,636,551,687,509,510,730,431,576,504,313,144,218,276,496,888,427,104,264,91,12,286
0,1,31,102,78059173_DQ206391.1_1-663,CUST_5_PI426244603,10692,1,-1,-1,2,1,-3,1,0,0,2,1,-2,0,0,1,-2,0,0,0,1,-4,-2
0,1,32,102,168989246_DQ483007.1_29-247,CUST_33_PI426267032,10528,1,-3,0,0,0,-2,-2,1,0,1,1,-1,0,1,0,0,1,-1,2,-1,-3,2
0,1,33,102,222795761_EZ024149.1_61-447,CUST_24_PI426226868,10364,1,-1,1,-1,-2,-1,-1,-1,0,1,-1,-2,-1,0,-1,-1,1,-2,0,0,1,1
0,1,34,102,NA,NA,10200,0,0,-1,-1,-2,-2,1,-3,1,0,0,-2,0,-1,-1,-2,-1,1,-2,-3,1,-7
0,1,35,102,NA,NA,10036,-2,-2,0,2,0,-1,0,0,0,1,1,1,0,0,0,-1,-1,0,1,-1,0,-3
0,1,36,102,222784328_EZ012986.1_110-877,CUST_731_PI426227498,9872,-1,0,0,1,-1,-2,1,0,2,2,0,0,0,1,0,-1,2,1,2,-2,-1,0
0,1,37,102,NA,NA,9708,-1,-1,-4,1,-1,0,1,1,1,1,-3,-1,-1,0,1,1,1,-1,1,-2,2,0
0,1,38,102,222783517_EZ012180.1_47-1055,CUST_83_PI426266271,9544,0,0,-3,1,-1,1,0,2,1,2,0,-2,0,0,2,2,0,1,-2,-1,0,-2
0,1,39,102,42760660_AB117306.1_154-492,CUST_12_PI426246026,9380,-1,2,-4,2,-1,1,0,2,0,1,-1,0,0,1,2,1,0,1,-3,0,-2,1
0,1,40,102,222785618_EZ014130.1_388-510,CUST_126_PI426266349,9216,-2,0,0,1,0,0,0,2,2,0,-4,0,-1,-2,0,0,2,0,-3,1,1,1
0,1,41,102,DCP_22_2,DCP_22_2,9052,209,131,119,219,87,112,53,64,51,83,36,59,27,46,59,112,83,87,59,81,1,66
0,1,42,102,222781359_EZ010030.1_538-738,CUST_440_PI426227498,8888,-1,-3,0,2,1,0,-2,-9,1,2,0,1,0,-1,0,0,0,-1,-1,-1,1,-1
0,1,43,102,168989242_DQ483003.1_38-1426,CUST_2_PI426267032,8724,-2,0,0,0,2,0,1,-2,2,2,0,2,0,0,0,2,3,-2,0,0,-1,-1
0,1,44,102,168989229_DQ482990.1_50-928,CUST_13_PI426232931,8560,0,1,1,1,3,0,0,1,0,-1,0,0,-1,1,0,3,1,1,0,0,-2,-4
0,1,45,102,222548585,CUST_2_PI426265153,8396,0,-1,-1,1,1,1,1,1,2,1,-1,0,0,-1,0,1,-1,-1,-1,1,-2,-12
0,1,46,102,222794007_EZ022395.1_958-1305,CUST_30_PI426226978,8232,-2,-2,-1,0,2,2,0,1,6,0,0,-1,0,1,2,1,1,2,0,0,1,2
0,1,47,102,222783071_EZ011740.1_76-1174,CUST_618_PI426227498,8068,-1,0,-1,-1,-1,0,0,-1,1,0,-2,2,1,0,0,-1,-1,1,1,0,0,1
0,1,48,102,222784674_EZ013314.1_79-375,CUST_7_PI426264530,7904,0,6,1,7,2,1,1,-2,1,6,1,0,-1,1,3,2,6,8,1,0,1,1
0,1,49,102,222547135_EZ003048.1_108-239,CUST_188_PI426227498,7740,0,0,0,-1,0,1,1,-1,1,-1,2,1,2,-1,0,1,1,0,2,-2,-1,1
0,1,50,102,NA,NA,7576,1,0,0,-1,0,1,-1,-2,2,-1,0,0,-1,-1,0,0,0,2,2,-3,1,2
0,1,51,102,NA,NA,7412,-1,0,1,0,-2,0,1,-2,2,-3,-2,1,-1,0,0,-4,0,0,1,-2,0,1
0,1,52,102,222795206_EZ023594.1_1033-1152,CUST_1180_PI426227498,7248,0,-1,2,-1,-1,4,0,0,5,2,-1,-6,1,1,2,-7,1,2,1,-1,2,0
0,1,53,102,DT620213_189_223,CUST_234_PI426266615,7084,-2,0,-13,0,0,-2,-1,-6,2,-2,-1,0,0,-4,1,-2,0,1,0,0,1,0
0,1,54,102,222780092_EZ008763.1_19-669,CUST_381_PI426227498,6920,-1,2,0,-1,1,-1,0,-4,3,-5,0,-1,2,-1,1,2,0,3,2,0,-3,0
0,1,55,102,D30747_4415_4449,CUST_185_PI426266615,6756,2,0,0,0,0,-2,-1,-1,0,2,0,1,1,1,1,0,2,3,1,1,0,2
0,1,56,102,222785194_EZ013828.1_56-1212,CUST_302_PI426227486,6592,0,1,0,1,1,0,-1,-1,0,1,-2,0,0,0,0,-1,1,0,1,-1,-1,0
0,1,57,102,60222981_AB158781.1_77-1042,CUST_10_PI426232937,6428,-1,3,76,3,87,41,95,5,1,1,1,7,4,11,2,-3,3,7,31,0,2,33
0,1,58,102,222784062_EZ012720.1_1178-1669,CUST_22_PI426246029,6264,-1,2,-1,-4,1,-1,1,0,0,2,0,0,2,1,-1,0,1,-2,1,0,2,36
0,1,59,102,222550773_EZ006686.1_27-263,CUST_24_PI426264527,6100,-2,0,-1,1,2,-1,-1,-1,-1,2,-1,0,1,1,1,1,3,1,1,0,0,0
0,1,60,102,NA,NA,5936,-1,-1,-1,0,1,-1,-1,0,0,1,1,0,0,-2,0,1,2,1,0,-2,0,0
0,1,61,102,222782302_EZ010973.1_136-762,CUST_533_PI426227498,5772,-1,0,0,-2,1,-2,1,1,-3,1,1,-1,2,-1,1,0,2,2,0,1,-1,0
0,1,62,102,DCP_22_6,DCP_22_6,5608,49,40,31,40,14,28,7,7,12,15,5,9,1,4,7,22,6,12,5,15,0,5
0,1,63,102,222796288_EZ024676.1_201-920,CUST_36_PI426226978,5444,1,0,-1,-4,-1,-1,0,-2,1,1,0,0,-1,0,0,0,-3,-1,-4,0,2,-1
0,1,64,102,U43532.1,CUST_329_PI426232937,5280,6,67,16,116,59,22,35,86,47,71,30,-1,1,0,1,162,48,345,4,30,-1,61
0,1,65,102,NA,NA,5116,0,-1,-1,0,0,0,1,-10,1,-5,-1,1,0,0,0,1,-1,-1,-2,-1,-1,1
0,1,66,102,222549513_EZ005426.1_75-254,CUST_84_PI426226915,4952,0,0,-2,-1,0,0,0,-1,1,1,-1,-1,0,1,0,1,0,-1,-1,-1,0,0
0,1,67,102,222785320_EZ013954.1_1166-1279,CUST_84_PI426266317,4788,-1,-3,-2,-4,0,-1,1,1,-2,0,-1,-2,-2,-2,-1,0,3,-3,-2,-1,0,0
0,1,68,102,222798715_EZ027103.1_27-578,CUST_1300_PI426227498,4624,-1,-2,-1,-1,-1,-1,0,-1,-1,0,-1,-7,-1,0,-3,0,0,0,-1,1,-1,-1
0,1,69,102,222551312_EZ007225.1_157-273,CUST_96_PI426227486,4460,1,0,-1,0,0,1,-1,-1,2,1,-1,1,0,0,2,2,0,0,-2,0,-1,-1
0,1,70,102,Np_145_179,CUST_363_PI426266615,4296,21,54,35,50,63,45,26,31,39,25,6,17,7,15,11,21,35,44,30,17,0,32
0,1,71,102,NegativeControl,(-)3xSLv1,4132,-1,2,-1,0,0,0,1,2,0,1,1,0,1,-1,2,1,-1,0,-2,-6,-1,2
0,1,72,102,U43532.1,CUST_330_PI426232937,3968,4,56,1,126,45,14,26,79,50,76,25,0,-1,1,4,146,42,330,5,19,-1,63
0,1,73,102,222546777_EZ002967.1_601-852,CUST_179_PI426227498,3804,-1,2,-1,0,0,-1,1,0,-2,1,-1,0,-1,-5,2,2,1,-6,-1,1,0,0
0,1,74,102,288950285_GQ501356.1_22-477,CUST_228_PI426232940,3640,36,345,270,570,205,118,370,386,264,461,104,35,69,91,151,365,602,151,130,66,5,392
0,1,75,102,222781877_EZ010548.1_323-883,CUST_53_PI426266271,3476,-1,2,1,0,0,1,-3,-5,1,0,-1,-1,1,0,1,-1,2,0,1,1,-1,1
0,1,76,102,222546088_EZ002278.1_587-775,CUST_128_PI426227498,3312,0,-2,-3,0,2,0,-4,-1,0,0,0,-1,1,0,1,-1,2,3,-2,2,-2,0
0,1,77,102,222803194_EZ031582.1_20-541,CUST_243_PI426246026,3148,0,0,0,-2,1,0,-1,0,-1,3,-1,1,0,2,1,2,1,-1,1,1,-3,1
0,1,78,102,222549086_EZ004999.1_74-229,CUST_30_PI426264540,2984,1,1,3,17,3,11,0,4,25,28,2,16,3,13,12,40,55,60,7,33,0,34
0,1,79,102,Hsp27_cont(B)_113_147,CUST_248_PI426266615,2820,0,-1,-2,-12,-2,-2,-1,-1,-17,1,-2,0,1,-5,0,2,2,0,2,0,1,2
0,1,80,102,NA,NA,2656,-1,0,-4,-3,-2,1,0,-4,-20,1,-2,-1,1,-1,-1,-2,-2,-1,1,-1,2,0
0,1,81,102,222786977_EZ015449.1_67-842,CUST_181_PI426264540,2492,0,0,0,-1,-1,0,0,-1,2,0,-1,0,1,0,1,2,0,0,-1,-1,-1,2
0,1,82,102,156571757_EU074223.1_116-340,CUST_129_PI426246026,2328,-3,-1,-1,-2,1,0,1,-1,2,0,0,-1,0,0,0,0,0,0,2,-2,-1,0
0,1,83,102,222802484_EZ030872.1_32-589,CUST_129_PI426266424,2164,-3,0,2,-1,1,0,-1,-3,1,0,1,1,1,0,1,2,0,1,0,-4,1,0
0,1,84,102,222787354_EZ015826.1_18-718,CUST_61_PI426246032,2000,1,-1,1,1,0,0,1,0,0,-2,1,-1,0,0,0,0,1,-4,1,-1,0,-1
0,1,85,102,EU179715.1,CUST_258_PI426232937,1836,-1,1,0,8,3,2,0,3,2,-2,3,2,0,-2,2,7,3,36,-1,3,0,2
0,1,86,102,FN646419.1,CUST_294_PI426232937,1672,0,-3,252,1,846,228,394,4,1,2,0,74,33,53,127,1,0,0,173,1,8,0
0,1,87,102,42760796_AB117374.1_154-492,CUST_27_PI426246026,1508,0,1,-1,0,1,1,0,0,0,-2,0,0,0,0,-1,-1,-4,1,1,2,2,1
0,1,88,102,U60604_123_157,CUST_389_PI426266615,1344,-3,3,1,1,1,0,1,0,1,1,1,1,-3,1,0,-1,-1,-2,1,-2,2,240
0,1,89,102,E1A_r60_a104,(+)E1A_r60_a104,1180,-1,3,0,1,-3,-3,0,1,-1,1,1,-1,-1,2,1,1,-2,1,0,-2,2,10
0,1,90,102,222791975_EZ020363.1_235-663,CUST_108_PI426266274,1016,-4,0,1,0,-1,-3,-1,0,0,2,1,-1,-1,1,2,-1,-6,0,0,-2,0,1
0,1,91,102,222781507_EZ010178.1_94-1528,CUST_512_PI426227498,852,-2,0,-2,1,-1,-3,0,0,-2,1,1,-2,-8,0,1,-1,-5,-8,-3,-3,-1,0
0,1,92,102,222792020_EZ020408.1_177-794,CUST_9_PI426246035,688,4,-1,0,0,0,-2,1,1,4,1,1,1,-1,2,-2,0,-2,0,0,-1,-1,-2
0,1,93,102,222787202_EZ015674.1_334-1375,CUST_359_PI426227486,524,2,-1,-1,-1,-1,-2,0,0,1,0,2,4,0,0,-1,1,1,-5,0,0,2,-1
0,1,94,102,NA,NA,360,-1,-1,-3,-1,0,-1,-2,-1,0,-1,1,2,0,1,1,-1,-1,-1,2,1,0,-2
0,1,95,102,222783542_EZ012205.1_103-459,CUST_94_PI426266349,196,0,0,0,-1,-2,0,-3,0,0,-1,-1,2,1,1,0,-1,1,1,0,3,1,1
0,1,96,102,222802277_EZ030665.1_53-298,CUST_43_PI426264530,32,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,5,0,0,0,0,1
0,1,1,103,NA,NA,15693,-1,0,0,-1,0,1,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0
0,1,2,103,NA,NA,15529,0,-1,1,-1,0,1,0,-1,-1,1,0,1,0,0,-2,0,-1,0,0,0,1,0
0,1,3,103,222781550_EZ010221.1_1502-1609,CUST_12_PI426227884,15365,1,0,1,1,-1,0,-2,-2,-5,2,1,4,0,1,0,0,0,2,1,1,-2,-1
0,1,4,103,NA,NA,15201,-3,1,-1,0,-1,1,0,0,-1,-1,0,0,-1,-1,-1,2,2,2,-1,-4,0,-1
0,1,5,103,NA,NA,15037,-1,1,0,-1,1,1,1,1,-2,-1,-2,-1,0,0,0,1,-1,2,1,-1,1,0
0,1,6,103,222784918_EZ013552.1_857-976,CUST_126_PI426266271,14873,0,1,0,-11,0,-3,0,2,-1,0,0,2,1,1,0,0,2,2,2,0,1,0
0,1,7,103,222800253_EZ028641.1_854-964,CUST_69_PI426266360,14709,0,1,2,-5,1,0,0,2,1,0,0,1,1,-1,-1,0,-2,2,0,2,0,1
0,1,8,103,222783071_EZ011740.1_76-1174,CUST_618_PI426227498,14545,1,0,0,-2,-1,2,-3,2,1,0,0,1,1,0,0,1,0,1,0,2,0,0
0,1,9,103,NegativeControl,(-)3xSLv1,14381,1,0,-3,-3,0,1,-2,1,0,1,1,1,1,0,-1,0,0,1,1,0,0,-1
0,1,10,103,222798880_EZ027268.1_912-1076,CUST_25_PI426245463,14217,1,-1,-2,-1,1,-1,0,3,-4,1,0,-2,1,-1,0,-2,1,-1,-2,-1,0,0
0,1,11,103,222790792_EZ019180.1_268-381,CUST_60_PI426227495,14053,0,-3,-1,0,-1,-2,0,1,-2,1,1,1,-1,-1,0,0,1,-1,1,-2,-2,-1
0,1,12,103,NA,NA,13889,1,-1,-9,0,-1,1,-2,0,1,1,1,2,0,0,0,-3,0,-3,1,0,-1,-1
0,1,13,103,NA,NA,13725,0,0,0,1,0,1,-1,-1,1,2,1,2,0,-1,1,-2,1,-3,0,0,-1,-1
0,1,14,103,222797230_EZ025618.1_28-324,CUST_69_PI426246032,13561,0,1,1,-1,0,1,-2,0,-1,2,-2,0,-2,-1,1,1,1,-4,2,-2,0,-1
0,1,15,103,D30747_4415_4449,CUST_185_PI426266615,13397,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,2,2,0,2,0,0,0
0,1,16,103,222790003_EZ018435.1_3-997,CUST_386_PI426227486,13233,1,1,-1,1,1,2,0,0,-1,0,1,-1,0,0,0,2,-1,0,1,1,1,-1
0,1,17,103,NA,NA,13069,-11,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,2,1,0,2,1,-2
0,1,18,103,MGID_897_217_251,CUST_346_PI426266615,12905,0,0,0,0,1,0,1,1,1,2,2,1,1,-2,0,-3,1,0,1,2,-1,-3
0,1,19,103,222783071_EZ011740.1_76-936,CUST_622_PI426227498,12741,1,0,1,0,0,1,0,2,2,1,0,2,-1,-1,-1,1,-1,1,1,1,0,-1
0,1,20,103,222801142_EZ029530.1_6-756,CUST_1385_PI426227498,12577,0,1,0,-1,0,0,0,2,1,1,1,0,-1,0,-3,1,-1,1,0,-1,0,1
0,1,21,103,222802765_EZ031153.1_183-1922,CUST_118_PI426245467,12413,-2,1,0,-3,0,0,1,1,2,0,0,-1,-1,-2,1,1,0,2,0,0,-1,0
0,1,22,103,154814309_EU035527.1_1-678,CUST_13_PI426244603,12249,-2,-1,1,-2,0,-1,-1,1,0,0,-1,0,0,0,-1,0,3,-1,1,0,-2,0
0,1,23,103,222784918_EZ013552.1_307-411,CUST_117_PI426266271,12085,1,0,1,-1,0,1,-8,1,0,3,1,1,0,-1,-1,-1,2,-4,3,1,-2,1
0,1,24,103,222801966_EZ030354.1_34-644,CUST_204_PI426264540,11921,1,-3,1,1,0,-1,-2,0,-1,2,0,0,0,-2,0,-1,1,-1,0,0,-2,0
0,1,25,103,222784189_EZ012847.1_297-455,CUST_11_PI426266366,11757,3,-1,0,1,1,-2,1,0,-1,-1,1,1,-1,-1,0,-1,1,1,0,1,0,2
0,1,26,103,222795160_EZ023548.1_42-583,CUST_126_PI426266274,11593,1,0,0,0,0,1,1,0,0,-1,0,2,-1,1,1,-1,2,0,1,0,1,1
0,1,27,103,DkC(F1)_178_212,CUST_193_PI426266615,11429,2,1,-1,-2,0,1,-2,2,-1,1,0,2,0,0,2,1,-1,1,1,0,0,1
0,1,28,103,222549938_EZ005851.1_14-232,CUST_242_PI426227498,11265,0,0,-3,-2,0,0,-2,-1,-1,0,2,2,0,0,1,-2,-4,2,0,-8,1,0
0,1,29,103,222801892_EZ030280.1_1900-2052,CUST_1438_PI426227498,11101,2,-1,1,-4,0,0,0,1,0,3,2,2,1,-1,-1,-1,0,1,0,-2,0,1
0,1,30,103,222786084_EZ014556.1_24-1498,CUST_982_PI426227498,10937,1,-1,2,0,0,1,-1,1,-1,1,1,1,0,0,1,-1,1,2,-1,0,0,-1
0,1,31,103,EZ029226.1,CUST_5_PI426247723,10773,19,16,13,35,23,38,20,15,28,44,10,12,19,20,32,23,19,27,10,8,-3,12
0,1,32,103,PU_cope(17A)_F,CUST_395_PI426266615,10609,32,53,63,106,49,318,195,93,18,5,10,19,39,138,21,385,14,67,4,3,0,6
0,1,33,103,NA,NA,10445,-2,-1,-1,0,-1,-1,-1,1,0,-1,-1,-2,0,-1,-1,-4,0,-2,1,-7,0,0
0,1,34,103,205321387_AB441331.1_254-430,CUST_84_PI426246026,10281,3167,3116,3786,7560,4481,4135,1962,3106,3051,6827,2862,3700,1393,2877,5657,5892,2576,3833,2392,2253,90,1503
0,1,35,103,DN252355_109_146,CUST_198_PI426266615,10117,-1,-9,-24,1,0,-1,-2,-4,-12,-1,0,-2,-1,1,2,-14,-3,-1,1,0,0,-15
0,1,36,103,NA,NA,9953,-2,-2,-5,0,0,0,-1,1,0,-2,-1,0,0,1,0,0,0,-2,1,-2,-1,-1
0,1,37,103,NA,NA,9789,-2,-1,-1,-1,0,-1,-1,1,0,0,-1,-1,-1,1,-1,1,0,-3,0,-3,1,0
0,1,38,103,133856037_EF133951.1_101-712,CUST_21_PI426267032,9625,1,-2,1,1,20,3,14,1,2,2,0,-7,-1,1,8,0,-1,-6,0,-1,0,0
0,1,39,103,NA,NA,9461,1,-1,0,1,-3,0,-1,1,-2,1,0,-4,-2,0,2,0,-2,-2,-1,-3,-3,1
0,1,40,103,222785320_EZ013954.1_57-410,CUST_96_PI426266317,9297,-2,1,0,2,-3,1,-1,0,0,0,-1,-1,-1,0,1,-1,1,2,-2,2,-2,2
0,1,41,103,222779052_EZ007723.1_24-1263,CUST_98_PI426227486,9133,16,24,32,60,47,57,25,53,32,40,12,26,18,18,40,39,16,19,7,11,1,15
0,1,42,103,NA,NA,8969,-1,-1,-1,0,-1,0,-1,-1,0,1,-1,-1,-2,-2,0,1,-1,1,-1,-1,1,0
0,1,43,103,222783589_EZ012252.1_74-427,CUST_64_PI426266424,8805,0,-13,2,-1,2,1,0,2,2,3,-1,1,2,0,1,3,5,0,0,-1,0,2
0,1,44,103,222783213_EZ011882.1_28-1191,CUST_636_PI426227498,8641,1,0,0,4,4,2,2,3,2,1,-1,1,1,-1,0,4,2,1,1,1,1,0
0,1,45,103,NA,NA,8477,0,1,-2,0,2,1,1,2,1,1,0,-1,0,-1,-2,0,-1,0,-1,1,-2,-2
0,1,46,103,222801966_EZ030354.1_34-644,CUST_203_PI426264540,8313,-1,-1,-2,0,2,2,0,2,1,-1,1,0,-1,-1,1,0,-4,-1,0,0,-2,0
0,1,47,103,222784716_EZ013354.1_1908-2018,CUST_13_PI426244597,8149,-1,-1,-1,0,0,2,-1,1,1,0,0,1,1,-2,1,0,1,0,1,0,-1,1
0,1,48,103,222783869_EZ012529.1_2-617,CUST_197_PI426226825,7985,0,0,0,0,-1,1,0,-2,-2,-1,-1,2,3,-1,1,0,0,1,0,0,-1,0
0,1,49,103,288950318_GQ501389.1_22-453,CUST_303_PI426232940,7821,48,300,229,415,198,160,289,303,232,268,82,34,50,91,125,376,167,44,82,35,2,112
0,1,50,103,222547196_EZ003109.1_102-206,CUST_33_PI426246032,7657,0,1,1,0,-2,0,0,-2,2,1,2,1,0,-1,0,0,0,-1,-2,-1,13,0
0,1,51,103,222547730_EZ003643.1_11-244,CUST_30_PI426227486,7493,-2,0,1,-3,-1,-2,1,0,2,-2,2,0,1,0,-1,0,0,-1,1,0,178,-1
0,1,52,103,222783804_EZ012464.1_66-767,CUST_66_PI426265159,7329,0,0,0,-1,-1,2,1,0,2,-2,-1,-2,-1,0,-1,-3,1,0,-1,-1,11,1
0,1,53,103,6088075_AB033195.1_39-647,CUST_2_PI426266267,7165,2,0,2,5,10,3,2,4,2,8,1,2,2,1,3,1,1,5,1,1,1,2
0,1,54,103,222783804_EZ012464.1_478-606,CUST_57_PI426265159,7001,6,5,-2,4,6,5,-1,2,5,-9,0,-1,1,-2,3,2,10,5,3,2,0,1
0,1,55,103,222547507_EZ003420.1_40-279,CUST_17_PI426227486,6837,1,1,-2,0,-1,0,-2,-5,1,-3,-2,-2,1,2,1,0,0,0,1,1,-7,-7
0,1,56,103,NA,NA,6673,1,0,-1,-2,1,1,0,-1,-1,0,-1,-1,-1,1,0,0,-1,0,1,1,-1,-4
0,1,57,103,222780930_EZ009601.1_82-366,CUST_51_PI426227893,6509,8,6,5,24,16,20,2,4,14,15,12,-1,1,2,3,6,9,21,8,7,-1,11
0,1,58,103,168989250_DQ483011.1_13-597,CUST_1_PI426266572,6345,-3,-1,0,-3,-1,0,-2,-1,0,1,1,-1,0,2,-1,-1,1,-4,1,1,0,5
0,1,59,103,NA,NA,6181,-3,-1,0,0,-3,-1,-1,-1,0,1,0,-1,-1,2,-1,1,2,-8,0,1,0,-1
0,1,60,103,222798753_EZ027141.1_137-795,CUST_472_PI426227486,6017,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,0,1,0,1,-1,0
0,1,61,103,NA,NA,5853,-2,-1,-1,1,0,0,1,2,-2,1,-1,-1,1,0,1,2,2,3,0,0,-2,1
0,1,62,103,NA,NA,5689,0,1,0,-3,0,-2,1,-2,-2,0,0,-1,1,-1,0,1,1,0,0,0,1,1
0,1,63,103,E1A_r60_a22,(+)E1A_r60_a22,5525,260,162,179,269,119,135,67,85,65,102,39,73,32,61,82,156,109,106,93,132,3,89
0,1,64,103,222793958_EZ022346.1_475-591,CUST_27_PI426266360,5361,1,0,0,0,0,-1,1,-1,1,-4,-1,0,0,-2,-1,-1,-2,-1,-1,-1,-1,0
0,1,65,103,222794661_EZ023049.1_1591-1848,CUST_66_PI426227495,5197,1,2,0,-1,0,0,0,0,1,-8,0,1,1,-1,-1,0,-2,0,1,-2,-1,0
0,1,66,103,222550494,CUST_1_PI426266314,5033,0,0,-5,0,1,1,1,0,1,-2,1,1,0,-2,-1,1,0,-1,0,-1,-1,-1
0,1,67,103,222801892_EZ030280.1_509-2523,CUST_1447_PI426227498,4869,-1,-5,-10,-1,1,1,0,0,1,-1,0,1,-1,1,-2,1,1,-4,-3,1,0,-1
0,1,68,103,222550081_EZ005994.1_67-252,CUST_266_PI426227498,4705,0,1,-2,0,0,1,0,0,0,1,2,-3,1,-1,2,-7,3,-1,1,1,0,-1
0,1,69,103,42760660_AB117306.1_640-1008,CUST_15_PI426246026,4541,1,0,0,1,0,1,0,0,2,0,-1,0,1,1,1,-1,1,0,0,0,-2,-1
0,1,70,103,NA,NA,4377,-1,2,0,0,0,0,0,2,2,2,-1,0,0,0,1,0,-1,2,-3,0,-2,-1
0,1,71,103,222782518_EZ011189.1_17-488,CUST_66_PI426266271,4213,-2,1,-1,0,1,1,-1,2,-3,0,1,-1,1,1,2,-1,-1,1,-2,-10,0,0
0,1,72,103,NA,NA,4049,0,1,-2,1,1,0,0,2,-3,1,0,-1,0,-3,2,0,-1,1,0,-3,-2,1
0,1,73,103,222780605_EZ009276.1_240-416,CUST_36_PI426264530,3885,-1,0,-2,-1,1,0,0,0,-3,1,1,-1,-1,-6,1,-1,2,0,-2,-3,-1,1
0,1,74,103,222785786_EZ014268.1_402-635,CUST_955_PI426227498,3721,3,0,-2,5,2,5,0,3,-3,0,1,-1,-1,1,2,2,2,20,0,1,-1,1
0,1,75,103,222789249_EZ017681.1_395-532,CUST_1087_PI426227498,3557,1,3,1,-1,0,1,-3,-1,0,0,0,-2,0,0,0,0,9,0,-1,1,-2,0
0,1,76,103,MGID_991_101_135,CUST_358_PI426266615,3393,-2,3,-4,0,1,0,-3,0,0,0,-1,0,1,1,1,1,1,0,-1,1,0,2
0,1,77,103,205321347_AB441311.1_19-201,CUST_72_PI426246026,3229,1,1,-2,0,1,1,0,0,1,2,0,1,2,1,0,1,2,4,2,2,-5,0
0,1,78,103,AB048853_131_165,CUST_5_PI426266615,3065,-1,0,0,1,1,0,0,0,-1,1,2,-1,1,1,1,1,1,0,2,1,-2,1
0,1,79,103,222783284_EZ011951.1_100-888,CUST_80_PI426227893,2901,-1,-1,-1,-1,0,1,-1,2,-3,2,-1,1,0,0,0,1,-1,-1,2,0,0,1
0,1,80,103,NA,NA,2737,-1,-1,-9,-2,-1,1,-1,-2,-1,1,-1,0,0,-1,0,0,-1,0,1,-1,1,0
0,1,81,103,AJ251054_257_291,CUST_128_PI426266615,2573,-1,0,1,-3,-1,1,0,0,3,1,0,1,1,0,-1,-1,0,2,-1,0,-1,-1
0,1,82,103,Hsp47(500)+3,CUST_399_PI426266615,2409,-1,1,0,0,-1,1,1,0,2,0,-1,0,-1,-1,1,-1,-2,1,-2,-2,-1,0
0,1,83,103,NA,NA,2245,-2,-1,0,-1,1,1,1,-1,-1,1,0,0,0,0,1,0,-1,1,-1,-2,-2,1
0,1,84,103,222544682_EZ000872.1_12-449,CUST_6_PI426266274,2081,0,-2,4,2,2,1,1,1,-1,3,0,2,1,0,1,1,1,1,-2,-2,0,0
0,1,85,103,222781411_EZ010082.1_8-761,CUST_49_PI426266317,1917,1,1,0,0,-1,-1,-1,1,3,-2,0,2,1,0,-1,1,2,-2,-2,1,1,1
0,1,86,103,133856045_EF133955.1_75-686,CUST_9_PI426267032,1753,0,-1,-4,0,1,2,-1,2,0,1,2,1,0,-1,-1,2,0,-1,0,1,1,-1
